symbol,instrument_token,exchange,lot_size,tick_size,is_fno,sector
ANDHRSUGAR,34817,NSE,1,0.01,false,
ANGELONE,82945,NSE,1,0.01,true,
ANIKINDS,0,NSE,1,0.05,false,
ANMOL,954113,NSE,1,0.01,false,
ANTELOPUS,3481089,NSE,1,0.05,false,
ANTGRAPHIC,1329665,NSE,1,0.01,false,
ANTHEM,194018561,NSE,1,0.05,false,
ANUHPHR,7248385,NSE,1,0.01,false,
ANUP,2307585,NSE,1,0.1,false,
ANURAS,724225,NSE,1,0.1,false,
APARINDS,2941697,NSE,1,0.5,false,
APCL,5235969,NSE,1,0.01,false,
APCOTEXIND,39425,NSE,1,0.05,false,
APEX,5535489,NSE,1,0.05,false,
APLAPOLLO,6599681,NSE,1,0.1,true,METAL
APLLTD,6483969,NSE,1,0.05,false,
APOLLO,290305,NSE,1,0.01,false,
APOLLOHOSP,40193,NSE,1,0.5,true,HEALTHCARE
APOLLOPIPE,3676417,NSE,1,0.05,false,
APOLLOTYRE,41729,NSE,1,0.05,false,
APOLSINHOT,1613313,NSE,1,0.05,false,
APTECHT,2753281,NSE,1,0.01,false,
APTUS,1391361,NSE,1,0.01,false,
AQYLON,5981441,NSE,1,0.01,false,
ARCHIDPLY,4299521,NSE,1,0.01,false,
ARCHIES,1456129,NSE,1,0.01,false,
ARE&M,25601,NSE,1,0.05,false,
ARENTERP,46337,NSE,1,0.01,false,
ARFIN,194227201,NSE,1,0.01,false,
ARIES,3892225,NSE,1,0.05,false,
ARIHANTCAP,976129,NSE,1,0.01,false,
ARIHANTSUP,5160705,NSE,1,0.01,false,
ARIS,193949185,NSE,1,0.01,false,
ARKADE,6501889,NSE,1,0.01,false,
ARMANFIN,4419329,NSE,1,0.1,false,
AROGRANITE,3726593,NSE,1,0.01,false,
ARROWGREEN,2370561,NSE,1,0.05,false,
ARSSBL,194548737,NSE,1,0.05,false,
ARTEMISMED,4329729,NSE,1,0.01,false,
ARTNIRMAN,0,NSE,1,0.05,false,
ARVEE,720385,NSE,1,0.01,false,
ARVIND,49409,NSE,1,0.05,false,
ARVINDFASN,2332417,NSE,1,0.05,false,
ARVSMART,2676993,NSE,1,0.05,false,
ASAHIINDIA,1376769,NSE,1,0.05,false,
ASAHISONG,6422529,NSE,1,0.01,false,
ASAL,2722305,NSE,1,0.05,false,
ASALCBR,4505089,NSE,1,0.05,false,
ASHAPURMIN,51969,NSE,1,0.05,false,
ASHIANA,6247169,NSE,1,0.05,false,
ASHIMASYN,52737,NSE,1,0.01,false,
ASHOKA,5166593,NSE,1,0.01,false,
ASHOKAMET,4337409,NSE,1,0.01,false,
ASHOKLEY,54273,NSE,1,0.01,true,AUTO
ASIANENE,1799681,NSE,1,0.01,false,
ASIANHOTNR,4716033,NSE,1,0.05,false,
ASIANPAINT,60417,NSE,1,0.1,true,
ASIANTILES,3811585,NSE,1,0.01,false,
ASKAUTOLTD,5158913,NSE,1,0.05,false,
ASMS,3600385,NSE,1,0.01,false,
ASPINWALL,4421121,NSE,1,0.01,false,
ASTEC,4538369,NSE,1,0.05,false,
ASTERDM,386049,NSE,1,0.05,false,
ASTRAL,3691009,NSE,1,0.1,true,
ASTRAMICRO,2974209,NSE,1,0.05,false,
ASTRAZEN,1436161,NSE,1,0.5,false,
ASTRON,0,NSE,1,0.05,false,
ATALREAL,4006145,NSE,1,0.01,false,
ATAM,3943425,NSE,1,0.01,false,
ATGL,1552897,NSE,1,0.05,false,OIL_GAS
ATHERENERG,193957121,NSE,1,0.05,false,
ATL,4551169,NSE,1,0.01,false,
ATLANTAA,3477761,NSE,1,0.01,false,
ATLANTAELE,194305793,NSE,1,0.1,false,
ATLASCYCLE,1169409,NSE,1,0.01,false,
ATUL,67329,NSE,1,0.5,false,
ATULAUTO,7685889,NSE,1,0.05,false,
AUBANK,5436929,NSE,1,0.05,true,BANK
AURIGROW,411393,NSE,1,0.01,false,
AURIONPRO,3077633,NSE,1,0.05,false,
AUROPHARMA,70401,NSE,1,0.1,true,PHARMA
AURUM,2639361,NSE,1,0.01,false,
AUSOMENT,0,NSE,1,0.05,false,
AUTOAXLES,71169,NSE,1,0.1,false,
AUTOIND,3611137,NSE,1,0.01,false,
AVADHSUGAR,5479937,NSE,1,0.05,false,
AVALON,3854849,NSE,1,0.05,false,
AVANTEL,6300161,NSE,1,0.01,false,
AVANTIFEED,2031617,NSE,1,0.1,false,
AVG,3990785,NSE,1,0.01,false,
AVL,6651905,NSE,1,0.05,false,
AVONMORE,3470593,NSE,1,0.01,false,
AVROIND,2259713,NSE,1,0.01,false,
AVTNPL,3586049,NSE,1,0.01,false,
AWFIS,6109185,NSE,1,0.01,false,
AWHCL,460033,NSE,1,0.05,false,
AWL,2076161,NSE,1,0.01,false,
AXISBANK,1510401,NSE,1,0.1,true,PRIVATE_BANK
AXISCADES,2415617,NSE,1,0.1,false,
AXITA,2534913,NSE,1,0.01,false,
AYE,194811137,NSE,1,0.01,false,
AYMSYNTEX,2632961,NSE,1,0.01,false,
AZAD,5351681,NSE,1,0.1,false,
BAFNAPH,0,NSE,1,0.05,false,
BAGFILMS,2873857,NSE,1,0.01,false,
BAIDFIN,3531265,NSE,1,0.01,false,
BAJAJ-AUTO,4267265,NSE,1,0.5,true,AUTO
BAJAJCON,4999937,NSE,1,0.05,false,
BAJAJELEC,3848705,NSE,1,0.05,false,
BAJAJFINSV,4268801,NSE,1,0.1,true,FIN_SERVICES
BAJAJHCARE,1756929,NSE,1,0.05,false,
BAJAJHFL,6469121,NSE,1,0.01,false,
BAJAJHIND,78849,NSE,1,0.01,false,
BAJAJHLDNG,78081,NSE,1,0.5,true,
BAJAJINDEF,7597569,NSE,1,0.01,false,
BAJEL,5255937,NSE,1,0.01,false,
BAJFINANCE,81153,NSE,1,0.05,true,FIN_SERVICES
BALAJEE,6451969,NSE,1,0.01,false,
BALAJITELE,2344449,NSE,1,0.01,false,
BALAMINES,3712257,NSE,1,0.05,false,
BALAXI,2895105,NSE,1,0.01,false,
BALKRISHNA,2606337,NSE,1,0.01,false,
BALKRISIND,85761,NSE,1,0.1,false,
BALMLAWRIE,86529,NSE,1,0.01,false,
BALPHARMA,3440897,NSE,1,0.01,false,
BALRAMCHIN,87297,NSE,1,0.05,false,
BALUFORGE,6043393,NSE,1,0.05,false,
BANARBEADS,88833,NSE,1,0.01,false,
BANARISUG,89601,NSE,1,0.1,false,
BANCOINDIA,3553281,NSE,1,0.05,false,
BANDHANBNK,579329,NSE,1,0.01,true,PRIVATE_BANK
BANG,3917569,NSE,1,0.01,false,
BANKA,0,NSE,1,0.05,false,
BANKBARODA,1195009,NSE,1,0.01,true,PSU_BANK
BANKINDIA,1214721,NSE,1,0.01,true,PSU_BANK
BANSALWIRE,6242817,NSE,1,0.01,false,
BANSWRAS,3714817,NSE,1,0.01,false,
BASF,94209,NSE,1,0.1,false,
BASML,3080705,NSE,1,0.01,false,
BATAINDIA,94977,NSE,1,0.05,false,
BAYERCROP,4589313,NSE,1,0.1,false,
BBL,3522817,NSE,1,0.1,false,
BBOX,879361,NSE,1,0.05,false,
BBTC,97281,NSE,1,0.1,false,
BBTCL,3111169,NSE,1,0.01,false,
BCG,0,NSE,1,0.05,false,
BCLIND,643329,NSE,1,0.01,false,
BCONCEPTS,1991681,NSE,1,0.01,false,
BCPL,194942465,NSE,1,0.01,false,
BDL,548865,NSE,1,0.1,true,
BEARDSELL,4590849,NSE,1,0.01,false,
BECTORFOOD,416769,NSE,1,0.01,false,
BEDMUTHA,0,NSE,1,0.05,false,
BEL,98049,NSE,1,0.05,true,
BELLACASA,194032129,NSE,1,0.01,false,
BELRISE,193818113,NSE,1,0.01,false,
BEML,101121,NSE,1,0.1,false,
BEPL,107265,NSE,1,0.01,false,
BERGEPAINT,103425,NSE,1,0.05,false,
BESTAGRO,0,NSE,1,0.05,false,
BETA,194519553,NSE,1,0.1,false,
BFINVEST,5404929,NSE,1,0.05,false,
BGRENERGY,0,NSE,1,0.05,false,
BHAGCHEM,1577985,NSE,1,0.01,false,
BHAGERIA,3430401,NSE,1,0.01,false,
BHAGYANGR,5318657,NSE,1,0.01,false,
BHANDARI,5006337,NSE,1,0.01,false,
BHARATCOAL,194745857,NSE,1,0.01,false,
BHARATFORG,108033,NSE,1,0.1,true,AUTO
BHARATGEAR,109057,NSE,1,0.01,false,
BHARATRAS,981505,NSE,1,0.1,false,
BHARATSE,7742465,NSE,1,0.01,false,
BHARATWIRE,4127489,NSE,1,0.01,false,
BHARTIARTL,2714625,NSE,1,0.1,true,
BHARTIHEXA,6013185,NSE,1,0.1,false,
BHEL,112129,NSE,1,0.01,true,
BIGBLOC,4718337,NSE,1,0.01,false,
BIKAJI,3063297,NSE,1,0.05,false,
BIL,2009089,NSE,1,0.05,false,
BIOCON,2911489,NSE,1,0.05,true,PHARMA
BIOFILCHEM,1058817,NSE,1,0.01,false,
BIRLACABLE,122113,NSE,1,0.01,false,
BIRLACORPN,122881,NSE,1,0.05,false,
BIRLAMONEY,3901185,NSE,1,0.01,false,
BIRLANU,372481,NSE,1,0.1,false,
BLACKBUCK,6948865,NSE,1,0.05,false,
BLAL,3857153,NSE,1,0.01,false,
BLBLIMITED,0,NSE,1,0.05,false,
BLISSGVS,4931841,NSE,1,0.01,false,
BLKASHYAP,3402241,NSE,1,0.01,false,
BLS,4423425,NSE,1,0.01,false,
BLSE,5776897,NSE,1,0.01,false,
BLUECHIP,0,NSE,1,0.05,false,
BLUECOAST,1914881,NSE,1,0.01,false,
BLUEDART,126721,NSE,1,0.1,false,
BLUEJET,5039617,NSE,1,0.05,false,
BLUESTARCO,2127617,NSE,1,0.1,true,
BLUESTONE,194378497,NSE,1,0.05,false,
BLUSPRING,193925121,NSE,1,0.01,false,
BMWVENTLTD,194369537,NSE,1,0.01,false,
BODALCHEM,6404353,NSE,1,0.01,false,
BOHRAIND,0,NSE,1,0.05,false,
BOMDYEING,131329,NSE,1,0.01,false,
BONLON,194830337,NSE,1,0.01,false,
BORANA,0,NSE,1,0.05,false,
BOROLTD,4966657,NSE,1,0.01,false,
BORORENEW,806145,NSE,1,0.05,false,
BOROSCI,6147585,NSE,1,0.01,false,
BOSCH-HCIL,1149697,NSE,1,0.1,false,
BOSCHLTD,558337,NSE,1,5.0,true,AUTO
BPCL,134657,NSE,1,0.05,true,OIL_GAS
BPL,135681,NSE,1,0.01,false,
BRIGADE,3887105,NSE,1,0.05,false,REALTY
BRIGHOTEL,193995265,NSE,1,0.01,false,
BRITANNIA,140033,NSE,1,0.5,true,FMCG
BRNL,5550849,NSE,1,0.01,false,
BROOKS,0,NSE,1,0.05,false,
BSE,5013761,NSE,1,0.1,true,FIN_SERVICES
BSHSL,207105,NSE,1,0.01,false,
BSL,143105,NSE,1,0.01,false,
BSOFT,1790465,NSE,1,0.05,false,
BTML,3622401,NSE,1,0.01,false,
BUILDPRO,194712065,NSE,1,0.05,false,
BUTTERFLY,695297,NSE,1,0.05,false,
BVCL,3858689,NSE,1,0.01,false,
BYKE,0,NSE,1,0.05,false,
CALSOFT,2135297,NSE,1,0.01,false,
CAMLINFINE,1591297,NSE,1,0.01,false,
CAMPUS,2396673,NSE,1,0.01,false,
CAMS,87553,NSE,1,0.05,true,
CANBK,2763265,NSE,1,0.01,true,PSU_BANK
CANFINHOME,149249,NSE,1,0.05,false,
CANHLIFE,194426113,NSE,1,0.01,false,
CANTABIL,5160961,NSE,1,0.01,false,
CAPACITE,5567745,NSE,1,0.01,false,
CAPILLARY,194525953,NSE,1,0.05,false,
CAPITALSFB,5804801,NSE,1,0.01,false,
CAPLIPOINT,999937,NSE,1,0.1,false,
CAPTRUST,0,NSE,1,0.05,false,
CARBORUNIV,152321,NSE,1,0.05,false,
CARERATING,7452929,NSE,1,0.1,false,
CARRARO,7393025,NSE,1,0.05,false,
CARTRADE,1384193,NSE,1,0.1,false,
CARYSIL,481025,NSE,1,0.05,false,
CASTROLIND,320001,NSE,1,0.01,false,OIL_GAS
CCAVENUE,4159745,NSE,1,0.01,false,
CCCL,3837953,NSE,1,0.01,false,
CCHHL,1634561,NSE,1,0.01,false,
CCL,2931713,NSE,1,0.1,false,
CDSL,5420545,NSE,1,0.1,true,
CEATLTD,3905025,NSE,1,0.1,false,
CEIGALL,6333953,NSE,1,0.05,false,
CEINSYS,194825473,NSE,1,0.05,false,
CELEBRITY,3369473,NSE,1,0.01,false,
CELLO,5067521,NSE,1,0.05,false,
CEMPRO,1439233,NSE,1,0.05,false,
CENTENKA,158465,NSE,1,0.05,false,
CENTEXT,2946817,NSE,1,0.01,false,
CENTRALBK,3812865,NSE,1,0.01,false,PSU_BANK
CENTRUM,628225,NSE,1,0.01,false,
CENTUM,3835393,NSE,1,0.1,false,
CENTURYPLY,3406081,NSE,1,0.05,false,
CERA,3849985,NSE,1,0.1,false,
CESC,160769,NSE,1,0.01,false,
CEWATER,7363585,NSE,1,0.05,false,
CGCL,5204225,NSE,1,0.01,false,
CGPOWER,194561,NSE,1,0.05,true,
CHALET,2187777,NSE,1,0.05,false,
CHAMBLFERT,163073,NSE,1,0.05,false,
CHEMBOND,3742209,NSE,1,0.01,false,
CHEMBONDCH,194045185,NSE,1,0.01,false,
CHEMCON,69121,NSE,1,0.01,false,
CHEMFAB,716545,NSE,1,0.05,false,
CHEMPLASTS,1394945,NSE,1,0.05,false,
CHENNPETRO,524545,NSE,1,0.05,false,
CHEVIOT,2529025,NSE,1,0.05,false,
CHOICEIN,2269697,NSE,1,0.05,false,
CHOLAFIN,175361,NSE,1,0.1,true,FIN_SERVICES
CHOLAHLDNG,5565441,NSE,1,0.1,false,
CIEINDIA,3823873,NSE,1,0.05,false,
CIFL,193539841,NSE,1,0.01,false,
CIGNITITEC,1316353,NSE,1,0.1,false,
CINELINE,6953217,NSE,1,0.01,false,
CINEVISTA,2054145,NSE,1,0.01,false,
CIPLA,177665,NSE,1,0.1,true,PHARMA
CLEAN,1292545,NSE,1,0.05,false,
CLEANMAX,194606849,NSE,1,0.05,false,
CLEDUCATE,0,NSE,1,0.05,false,
CLSEL,891393,NSE,1,0.01,false,
CMPDI,194964737,NSE,1,0.01,false,
CMSINFO,1946369,NSE,1,0.05,false,
CNL,2855681,NSE,1,0.05,false,
COALINDIA,5215745,NSE,1,0.05,true,
COASTCORP,1537537,NSE,1,0.01,false,
COCHINSHIP,5506049,NSE,1,0.1,false,
COFFEEDAY,2858241,NSE,1,0.01,false,
COFORGE,2955009,NSE,1,0.1,true,IT
COHANCE,4593921,NSE,1,0.05,false,
COLPAL,3876097,NSE,1,0.1,true,FMCG
COMPUSOFT,7971329,NSE,1,0.01,false,
COMSYN,5523969,NSE,1,0.01,false,
CONCOR,1215745,NSE,1,0.05,true,
CONCORDBIO,4623361,NSE,1,0.1,false,
CONFIPET,2620929,NSE,1,0.01,false,
CONSOFINVT,0,NSE,1,0.05,false,
CONTROLPR,4474113,NSE,1,0.05,false,
CORALFINAC,1025793,NSE,1,0.01,false,
CORDSCABLE,3909377,NSE,1,0.01,false,
COROMANDEL,189185,NSE,1,0.1,false,
CORONA,194625025,NSE,1,0.1,false,
COSMOFIRST,189953,NSE,1,0.05,false,
COUNCODOS,4348417,NSE,1,0.01,false,
CPCAP,5142017,NSE,1,0.01,false,
CPEDU,194288897,NSE,1,0.01,false,
CPPLUS,194267649,NSE,1,0.1,false,
CRAFTSMAN,730625,NSE,1,0.5,false,
CRAMC,194383617,NSE,1,0.01,false,
CREATIVEYE,2402305,NSE,1,0.01,false,
CREDITACC,1131777,NSE,1,0.1,false,
CREST,3558401,NSE,1,0.05,false,
CRISIL,193793,NSE,1,0.1,false,
CRIZAC,194009601,NSE,1,0.01,false,
CROMPTON,4376065,NSE,1,0.01,true,
CROWN,2069249,NSE,1,0.01,false,
CSBBANK,3831297,NSE,1,0.05,false,
CSLFINANCE,2649601,NSE,1,0.01,false,
CTE,0,NSE,1,0.05,false,
CUB,1459457,NSE,1,0.01,false,
CUBEXTUB,1040385,NSE,1,0.01,false,
CUMMINSIND,486657,NSE,1,0.1,true,
CUPID,4741121,NSE,1,0.01,false,
CURAA,0,NSE,1,0.05,false,
CYBERMEDIA,3031553,NSE,1,0.01,false,
CYBERTECH,1549057,NSE,1,0.01,false,
CYIENT,1471489,NSE,1,0.05,false,
CYIENTDLM,4399873,NSE,1,0.05,false,
DABUR,197633,NSE,1,0.05,true,FMCG
DALBHARAT,2067201,NSE,1,0.1,true,
DALMIASUG,199937,NSE,1,0.05,false,
DAMCAPITAL,7337473,NSE,1,0.01,false,
DAMODARIND,4490497,NSE,1,0.01,false,
DANGEE,284161,NSE,1,0.01,false,
DATAMATICS,2924289,NSE,1,0.05,false,
DATAPATTNS,1883649,NSE,1,0.1,false,
DAVANGERE,5579265,NSE,1,0.01,false,
DBCORP,4577537,NSE,1,0.01,false,
DBEIL,6628353,NSE,1,0.01,false,
DBL,4630017,NSE,1,0.05,false,
DBOL,0,NSE,1,0.05,false,
DBREALTY,4639745,NSE,1,0.01,false,
DBSTOCKBRO,7963393,NSE,1,0.01,false,
DCAL,5556225,NSE,1,0.01,false,
DCBBANK,3513601,NSE,1,0.01,false,
DCI,0,NSE,1,0.05,false,
DCM,206081,NSE,1,0.01,false,
DCMFINSERV,0,NSE,1,0.05,false,
DCMNVL,2825985,NSE,1,0.01,false,
DCMSHRIRAM,207617,NSE,1,0.1,false,
DCMSIL,0,NSE,1,0.05,false,
DCMSRIND,1875201,NSE,1,0.01,false,
DCW,209153,NSE,1,0.01,false,
DCXINDIA,3045121,NSE,1,0.01,false,
DDEVPLSTIK,7449089,NSE,1,0.01,false,
DECCANCE,3798529,NSE,1,0.05,false,
DEEDEV,6183425,NSE,1,0.05,false,
DEEPAKFERT,211713,NSE,1,0.05,false,
DEEPAKNTR,5105409,NSE,1,0.1,false,
DEEPINDS,842753,NSE,1,0.05,false,
DELHIVERY,2457345,NSE,1,0.05,true,
DELPHIFX,6244097,NSE,1,0.01,false,
DELTACORP,3851265,NSE,1,0.01,false,
DELTAMAGNT,310785,NSE,1,0.01,false,
DEN,4536833,NSE,1,0.01,false,
DENORA,1095425,NSE,1,0.05,false,
DENTA,7489537,NSE,1,0.01,false,
DEVIT,2085377,NSE,1,0.01,false,
DEVX,194324225,NSE,1,0.01,false,
DEVYANI,1375489,NSE,1,0.01,false,
DGCONTENT,2648577,NSE,1,0.01,false,
DHAMPURSUG,219393,NSE,1,0.01,false,
DHANBANK,2907905,NSE,1,0.01,false,
DHANUKA,6248705,NSE,1,0.05,false,
DHARMAJ,3328257,NSE,1,0.01,false,
DHRUV,1755649,NSE,1,0.01,false,
DHUNINV,5691649,NSE,1,0.05,false,
DIACABS,4747009,NSE,1,0.01,false,
DIAMINESQ,4772865,NSE,1,0.01,false,
DIAMONDYD,5591041,NSE,1,0.1,false,
DICIND,179969,NSE,1,0.05,false,
DIFFNKG,6572033,NSE,1,0.01,false,
DIGIDRIVE,5439233,NSE,1,0.01,false,
DIGISPICE,4270849,NSE,1,0.01,false,
DIGITIDE,193923841,NSE,1,0.01,false,
DIGJAMLMTD,1568513,NSE,1,0.01,false,
DISHTV,3721473,NSE,1,0.01,false,
DIVGIITTS,3706625,NSE,1,0.05,false,
DIVISLAB,2800641,NSE,1,0.5,true,PHARMA
DIXON,5552641,NSE,1,0.5,true,
DJML,0,NSE,1,0.05,false,
DLF,3771393,NSE,1,0.05,true,REALTY
DLINKINDIA,4569857,NSE,1,0.05,false,
DMART,5097729,NSE,1,0.1,true,
DMCC,1785089,NSE,1,0.01,false,
DNAMEDIA,164097,NSE,1,0.01,false,
DODLA,1234433,NSE,1,0.05,false,
DOLATALGO,3103745,NSE,1,0.01,false,
DOLLAR,5263361,NSE,1,0.01,false,
DOLPHIN,4643585,NSE,1,0.05,false,
DOMS,5261057,NSE,1,0.1,false,
DONEAR,3542785,NSE,1,0.01,false,
DPABHUSHAN,239617,NSE,1,0.05,false,
DPSCLTD,3947265,NSE,1,0.01,false,
DPWIRES,4326401,NSE,1,0.01,false,
DRCSYSTEMS,677121,NSE,1,0.01,false,
DREAMFOLKS,2779905,NSE,1,0.01,false,
DREDGECORP,2885377,NSE,1,0.05,false,
DRREDDY,225537,NSE,1,0.1,true,PHARMA
DSFCL,194788097,NSE,1,0.01,false,
DSSL,6576641,NSE,1,0.05,false,
DTIL,1594113,NSE,1,0.01,false,
DUCON,0,NSE,1,0.05,false,
DVL,3894785,NSE,1,0.01,false,
DWARKESH,2986753,NSE,1,0.01,false,
DYCL,2666753,NSE,1,0.01,false,
DYNAMATECH,1158401,NSE,1,0.5,false,
DYNPRO,5456385,NSE,1,0.01,false,
E2E,0,NSE,1,0.05,false,
EASEMYTRIP,714753,NSE,1,0.01,false,
EASTSILK,0,NSE,1,0.05,false,
EBGNG,194012673,NSE,1,0.05,false,
ECLERX,3885825,NSE,1,0.1,false,
ECOSMOBLTY,6415361,NSE,1,0.01,false,
EDELWEISS,3870465,NSE,1,0.01,false,
EFCIL,194220801,NSE,1,0.01,false,
EICHERMOT,232961,NSE,1,0.5,true,AUTO
EIDPARRY,234497,NSE,1,0.05,false,
EIEL,6966529,NSE,1,0.01,false,
EIFFL,1546241,NSE,1,0.01,false,
EIHAHOTELS,3942145,NSE,1,0.05,false,
EIHOTEL,235265,NSE,1,0.05,false,
EIMCOELECO,1034241,NSE,1,0.1,false,
EKC,3351297,NSE,1,0.01,false,
ELDEHSG,2291969,NSE,1,0.05,false,
ELECON,3492609,NSE,1,0.05,false,
ELECTCAST,237569,NSE,1,0.01,false,
ELECTHERM,1144065,NSE,1,0.05,false,
ELGIEQUIP,239873,NSE,1,0.05,false,
ELGIRUBCO,6380545,NSE,1,0.01,false,
